servers,requests
342790300,534312880
8636533469,606890389
528875765,644623669
606884719,2354067339
1230361552,244252919
2230046138,528589846
2416011005,2941399851
1362305681,5037948446
297146911,5360902418
8379862895,8692101571
1942435566,5966906187
3483409402,1599489649
1765106553,1732894738
1634491584,5272919721
1771676982,1814461866
754402404,4759598880
1835274672,7202362922
5491299335,734521249
382530296,4076125702
8685745587,734418573
754400965,2408415672
258970251,4357242573
3098374486,656068051
384108245,533599380
2302210357,6351502319
4206122704,7110914216
1828316842,529961069
8023894100,1297030652
1842175789,7260551771
734045580,2462803530
4580058639,2123272223
5125660317,289273774
6347125764,822458515
3327934070,726629590
2852166112,1295899807
8259236258,6238324831
4049932416,77751976
2513650997,8534504068
978266209,1351024343
4685332635,7620081784
8100955848,2616885386
8266985026,1318954564
1870737420,3424290639
2499038660,4160214700
6862003761,8266065343
5685830060,1918810079
1359329158,4745710030
2353051951,1808570542
2199356770,2480760601
5975877019,734418574
289124801,4806067660
1213223900,2010129751
534246704,6019250939
1361129307,1634509688
2304288482,7261741892
1359089789,6008392145
537974146,2388403025
2057273650,336378749
8018424141,2489574568
6161608853,8283075244
528590381,165738265
734521182,7828091045
7345747381,528585663
1343052125,754401858
6160896265,1359329191
8278912716,754515407
1687193648,385076217
1056760467,5341834750
2587477691,1414035084
528822642,266109743
733859983,3300183891
8190478968,2299797044
5776430505,286620233
1646692483,1979528542
320830175,283333990
8179961031,2207734486
1327769838,2735718061
8100988671,528877550
2207736308,6989893001
8278933105,6652688800
266111654,5713611940
1304730398,1716400332
290952308,530654379
746856645,2477836574
734419183,331150321
8738589932,1291598686
332948395,533656332
3259211021,8106090455
325683396,8190479024
5712536669,296815254
1754946800,289273800
1421587271,1811336668
333165461,1738049894
3031133708,35554809
822458860,5491287880
5142351731,6930097636
3524759505,1932225260
1464784185,8100918115
5467352942,1074578774
380764717,5441795866
2288037401,1230361263
1968330792,8230012364
1304730538,1346474079
537974518,7937424038
1356075479,1239554964
7030802632,1833361106
244468179,656069685
734521257,5272938662
1343383566,4730618852
418726792,2304310760
5260538227,8068571459
1190930453,5197907729
7067019262,5336409994
36704808,701840359
35869958,288368756
8100937110,2391510703
453047917,3259210993
1226501090,1807827995
8179961082,8049125711
8106090404,1808570713
5272921015,3748766567
610915193,384256552
529515016,4057342796
2390476428,534249073
8278912563,734419461
4745710001,2302194110
331149185,1721679214
734045550,2411815419
288195033,605048371
25585116,2282799334
1842188225,1652547446
5057450239,1423967050
1343051615,4685249604
5491299111,8278909804
5184443476,4613488537
6391166063,5921151150
1293134702,339581054
1298031841,2430768337
8259226914,1290300958
4867599688,534310511
2358605958,754403419
1917446220,3198077132
8259183898,534298864
5894248585,3140739129
4076125581,8166451006
1854582126,733860060
3031128045,8379758709
7823055768,2098704138
5077445954,8459969194
336377319,534074165
2207733106,330840055
1979528540,528593351
1343050108,3300135051
3671248516,5257081812
1350327445,2512607514
290598252,2629760251
2382886309,1765216396
1375576464,8278933108
746804843,1771738175
8259183640,332618777
8100932021,2264711364
4718128872,5944371874
733858820,1859788702
1979520698,8230159434
2461591775,4594568931
2098704141,2967557716
7957509680,1421587389
1734287181,4898499194
8283441092,734419418
1361170418,4699113967
6856058393,1765245230
754515218,1892844603
381938960,701838803
754516862,5959505541
322121114,2329249951
1872481943,734521329
325912923,6783866779
6305227631,700759134
1771676776,5279353861
2284666891,3028491399
7259089831,1317051715
656070968,754402012
3010473927,4895448831
530654556,2010523626
1802903164,321556294
981883562,25585116
7899839814,701845701
606366772,8259236246
746856433,296346502
1942435643,289275942
2382073929,701838803
1736461117,1363518436
7350256875,1840711574
4331008188,4314516781
2199356760,2199247159
1849436929,1807477844
8195855583,2591095763
3092747896,4686715085
3904042719,2513651055
5619220109,1860097166
754402961,1808673954
165738239,1817905684
733788572,8153167045
100634747,2010691736
2108590164,8100939524
4898499004,8190504654
7103207881,2941399861
2199153726,4685479530
2461591773,1918810079
1343051726,2458083540
4898499008,2492201182
1211859233,4860857304
2575647252,1327769580
1230312354,6318274272
1942454084,269489894
1726299904,606366923
280038589,2490851810
754404618,2304288450
2499038643,340417047
2480495376,8190456382
529974457,1974061983
288046085,1419137241
1950347660,1549151099
6787766145,1449318328
1292883520,1977839533
981019161,8686110252
534551730,1317203389
5731466344,1765216405
5273065090,734046230
1687193591,1811342365
6789474563,6652688938
384270746,1343050286
528597283,1976297643
5509545470,5075397952
5600218382,332617380
3773844456,262774483
6989893093,2512631192
1502696828,6219397911
1734286949,8190434501
529974457,5260248944
734418666,6008174918
2343778220,1359329113
245109119,1243786219
2982244821,3300047688
4895442669,1502696818
734570499,6391166063
5955937584,529962581
376257135,6585260998
8023894090,1015629148
754517269,1327769688
1814483641,7260551732
5057450240,8584689057
746856729,7246842313
534298946,1598502482
3300047717,4724379400
8283522792,1940926768
6207467375,1346474139
5884139064,8484384373
586468343,5235827185
1732835125,1408034429
4740890737,754517370
567891652,2699109369
5612831392,726637659
7520526816,1653985996
1038256883,4049949774
8283008292,1363518446
8283522993,3933724650
1095475765,290313208
296298245,733788283
1346457774,606875757
7266705673,605042052
340417468,1808613618
610909799,477222885
533585416,2207732924
726641134,340239120
8736112719,8190456389
727244338,1634509690
6860119774,5940731586
6185635979,8230111231
1771677059,4400679153
8301580983,1641626036
734571076,5336449394
2724718388,605040400
1343049908,2358605959
3281734951,528898680
4545083820,3239803510
5448464076,1891311936
8662360283,8259221396
6786902090,4677789527
1813979345,6778556910
2408401330,252852792
3640224466,1202992825
4017931890,245112153
1362315772,3072783176
1243758271,4699113787
4314516781,7937425293
3315887346,1858572352
734045611,8190479021
8100988709,1858572346
8233034451,6778539637
1953257585,3300031925
2098704120,2199148079
1719104478,269427350
7937424071,8684251804
2302253625,5264080694
1621579730,384078559
4320544737,8283441097
834979880,6165836690
8684253551,2575677121
1361170326,494296099
1828316844,7246842311
7257660430,1718009152
644623221,8205274436
2596661105,2575647197
1415627431,5293526879
4915843147,1343051475
8190504671,7901333926
4114408734,726587348
8190456409,1765216351
3483361885,3701585716
3300066370,533597382
1242799494,746856388
605045043,4971932100
8066689809,4685479496
1325598416,734521317
8190456361,4716733699
8379862895,1359330042
1859897249,1497364698
2207735161,529550258
6780237752,5908897764
3010473710,5578375105
1351023276,5257091996
1653957186,2391414229
1598502406,32618837
2464952605,4677794629
1356587825,1298031723
1779088089,1343362596
4076289442,3300183816
8190479011,8100939490
5142351733,2512629226
1195165372,1854582128
6778539893,8282775705
1346797527,2115201403
6488326410,530641799
6164348430,6161608881
384257039,76456805
3574930193,1771676931
1836655694,1734287106
3957692090,1808570619
5260538247,734045790
1721642081,1226476955
8266065301,1765448762
1497364712,266111604
2199142276,2351342158
6488326400,2454614327
530646771,2611861934
278867609,1190950038
983924291,1836655602
3300183884,2199128422
2329249954,701733969
1673211021,290598355
2595027930,734045817
1968392366,1765225610
734046267,245115018
1201534019,734571030
5272935456,8100939461
1670551666,5953824892
1852430558,8620134219
4685332635,5440633373
1802595157,2408441853
3259211006,1519696587
7436025885,6248756798
1718880702,606889702
7110914251,1341097602
343091958,1573977254
606044077,754401777
6520527772,324264150
8605120523,1226476931
35857550,4860857302
1410708954,265710786
3017431199,8278912602
5209564910,2485946289
1714104640,366533619
701733966,3585005935
5336500787,1771699855
288040570,8278912563
3424290639,8278909803
4907044075,3347224414
2123559454,727257191
1836457673,6584058574
6726753729,1114067457
8190479005,1870668750
1670551649,8266969370
644629673,1869639411
1343051003,7142358528
5136638594,1859897244
8620134318,2304310768
754515972,981019372
2368045561,2367027655
1673265538,537976191
6008391734,528592156
8190434435,8577212871
2944962798,4794988674
2207733273,528597548
4724379828,1653957190
754515210,8227138477
5921139017,754516648
345592569,754515976
8230126908,1858839620
740237171,734570104
7611791206,6000773369
1807791865,1806039525
1802402466,2117422738
3010473642,1532469536
383992122,1985434326
332263574,5273114019
529538894,8302028022
7110914274,382540620
746804899,4759547455
534303580,1360087461
380728015,529355110
400897259,754400111
3010471059,30993641
733858971,2327703052
1734253189,4686715196
1327769795,720691674
3389372650,8100955894
8721973743,1420957570
1202993007,734418736
3429642317,2509408797
8190456326,6403810272
8032206108,331218067
1362305674,1634361059
8345368887,7261741901
4730618849,1851806797
2382577422,654163815
1190930387,1765216460
2199294803,3339732611
1420029025,1211859237
1242799519,2512549699
7260551997,1201534056
1343383567,5505926210
1869966901,3198077166
7110874215,8141002491
7345747179,2207733293
5365453680,4720777071
35868883,8032689453
1838483376,1984977235
1840135897,605943257
1840814532,834979879
2199356760,1716400246
733967506,6856865919
1836655635,2302253570
1351023664,8620134281
336377749,8283458588
4769195252,5841745372
3339732608,8190456344
6219485828,8190434622
3365839518,8100939494
1359329731,734419171
332620885,604968605
1654208439,4430140243
2199344744,1497364523
1226476786,5472968467
1363518436,7910165882
294119525,340247232
701732960,7110914274
6451426705,754517231
644611526,5491299331
5259217286,8227138475
1892848543,3259210992
6930097637,1686049584
528589845,298583380
4718068377,1742785907
6225769608,981019218
1549151164,5600218390
1807477844,323192800
534073982,8259236249
8100926544,3300183813
2458083533,734169270
530750785,36704368
5600218396,529546707
1816074825,3225437067
5578397679,31194237
1858572345,7901333939
6781652318,1298031714
7259089826,6161608847
3805295409,380738601
6781657712,8100937084
8230002394,1414025827
1968142083,528596865
1765370174,8066689811
2163784333,2575677089
2081857351,1353562227
4897353029,2476598194
4686439328,8195791834
1814461858,1851784951
2453805866,343318776
8205274482,4721081673
3506893959,6169175647
2958762899,6341209000
8190473640,7824674547
733788320,1802398444
2587477693,4686439331
4618050453,1252054881
1802595149,2290527829
8230157366,1840794410
5360885652,8423791420
1813979353,292592090
1877984749,1842161629
8195791982,2611815771
8190479002,2464952586
3024706412,4747202819
1359329185,1429554248
4716366584,3483409404
6926517856,1661735164
981036503,1673265553
529546884,6547419544
1765216440,733859411
320830548,1658147453
606975313,2875767596
1762167083,1745111618
2941399852,370729127
1858572343,1808674013
605778119,8195791975
384342232,6781657712
2284989067,291299372
1074578691,1226548300
8288655341,8259183679
1597419027,605347566
6778556911,8259251889
530650054,8532086126
5257123193,1363518496
294114915,8106090480
8620134375,297113863
289276148,529971524
656070968,2353064231
6385315960,1808447522
8259236262,1988614953
537976412,418122305
1836457668,2443907721
7890340382,1685948447
5235827189,2407828843
1938232364,1838508301
5803985560,1226813761
7110914166,8230147153
1930705891,6451448807
8195757300,8283522629
2791863258,2735718056
528933932,371156933
754400337,321565864
4759562191,5272921015
4907039226,734170316
1202992928,734417869
2372972759,381938248
4774233025,2133036157
1189179665,746856308
7910165883,4716397098
1532469696,4759652600
8620089708,2575647225
8166451154,5235825576
35551151,2718713503
4529772401,656033291
8190473699,264825920
1732871839,7143298722
529340181,8190434563
533658145,487499909
1420909608,529343856
1760770165,7450484539
8283562161,332621041
1836104842,382545223
7143263986,1719120854
2498370321,700724881
6917356449,5257082079
8620134302,746856304
8266065304,1412740643
734418212,2366966176
332948381,1359329272
6218541401,5921138761
1231514666,3564807634
2498370321,1598669856
3257667083,530651174
8105562965,1083559852
269490773,2499512666
5916107099,288747278
322449437,1406706278
528858854,1583043005
726658079,3748766586
4879662772,3010471107
1420957552,4860834706
2595027797,4716203782
1532554076,6019204770
529347786,366534001
6392852281,6392223836
3498529380,2513662694
2185501168,7867277027
7103231569,2499307882
1892844581,1942454053
2210727800,1520724200
701104480,7260551690
8308117364,1992226922
8100926674,4127489411
1652481877,100634747
3740123511,2857344064
8227138480,8195757310
4699113934,2489574582
5467343744,1363518528
1886848812,2112444090
4374419150,6593978363
332474225,734520440
5190540117,1361503556
3508126718,1590250902
3698165077,1859897265
1519766202,701015653
734570532,2354581989
8692101573,1114073280
6585585661,734418721
8190473650,3731337039
700779026,3302124854
5850062532,1201534091
1869694452,605860458
2509341742,6161608788
1808597631,353123490
2011697669,7822270570
537976412,1808572906
1207129605,7110874229
1420909665,1571464659
8283562258,1671690923
1127121342,1813979384
6781741167,5925510268
8195791910,1875160006
2372972755,1923857575
530648723,1243786236
1226548270,701120338
4895442669,734418744
2264436177,6451426696
5966241137,8259183900
2207733262,8692101571
734419224,754516967
1359089905,1842188217
1318954567,6401967200
3713194075,1497364661
1742785913,1807791764
1350996039,1670551640
5776423210,978266224
2613075043,734046180
3031104910,7959888872
4320871909,648754347
1231748164,1520724178
7883336455,4759547468
1497364474,8205274464
2372972754,4711334948
734520279,3451432286
8230126880,605313204
604800450,7110914159
7883862148,2207735001
1852486146,321939523
5467387561,3092747900
5491299118,5850062539
330999870,2115201420
1803810867,534084497
529546284,734045363
6398560299,534246345
8039741884,605041154
734419548,3701585717
467702156,6584093005
331008434,1984934495
373079276,1819087356
1817026947,1419791449
6015898760,266112277
1231521166,8283008300
644616763,8283458645
76443702,1359329286
2207734993,339290737
2390476428,1765233079
6836235840,342806279
31194145,2290521430
8250942515,8253806617
1252054700,734419171
1343051561,2057273650
2416011002,1408034726
5952046884,5336447007
2199270052,1532469536
1670551384,2377580160
8283458681,537975534
1837712635,1015629148
8066689695,4759547457
1229010941,1327779335
2906621103,8100939557
373079273,1571464649
1356404956,2199294798
703216500,4049945638
529509295,1802402457
1252212748,1519696587
2471695126,1942597357
6743339379,8620134303
528933382,8024596647
1748322268,734045616
4585802284,8709296602
2453767258,528937048
606972337,534586334
5260464930,1566648573
8628462419,1808570683
8283522680,534312736
1765233079,8230159490
7110914219,533650827
1772922502,2464952604
2692298038,1359329003
530641501,1765174576
266110553,8685968648
1807791746,534555156
754403974,1665509267
1836655640,1734208380
2611862098,1325598386
6305227649,1231748287
5975877028,1364140794
294123697,6780237705
7828091046,8066838236
2461624841,1771676983
8714364511,1721502190
734520500,2629522944
5404740805,2199212962
530652015,606798513
332948313,529973871
734417964,1718880705
2290922405,6165836643
2823833970,1420909608
4686497863,8190456416
6584058567,331881297
289274387,2426943635
8230147153,1802595129
5260248960,418728781
7339942707,734170155
4148548622,2867844596
8301961725,100655353
529961320,1414035083
5826407915,1421545755
529536721,3365839518
4839505833,6392852252
1670565771,260726400
5921139000,1765448763
1827171378,2207736290
5259217336,8620134218
3017468642,1734287119
289273771,384252334
5360904129,1654208393
333165461,4699113918
1654208391,35863261
4721081192,4745710031
4076267746,2423797934
1716349468,1351023855
8259236168,8100939461
281925046,3300066373
258970048,1716349211
1336339168,1726299897
8314187697,8420574470
1979520712,1836655637
320828965,2473335562
320898141,734045889
605773663,1295893493
1549151089,8100926701
1829396936,245151310
2621272744,8190434512
529509305,726586369
734570317,320469453
5929004487,8166444316
6161608812,1230360919
8259183871,2480733182
290597129,1230291378
733859824,4406997142
5257128353,331879537
3031128074,6652688970
1207046711,2512607602
701839068,733859058
313166776,8190525992
534303127,534312481
384834881,2500614397
754515574,1211831766
4063889542,4193593572
1978169042,530648791
1598453909,8283441106
906474205,3102126816
1360087393,4907049721
5479088568,264827666
371156465,1226476880
235062658,7921996174
8720950128,366533627
734045807,2384928193
2591095781,353344147
384252717,1360087398
6520516594,3678531777
1318954581,5253520804
746964205,384834882
1858911853,6403810759
8100926630,4720750483
2481114913,3225437066
1414035058,1814111733
8259183851,1802903156
3707597242,1985003933
677289174,8106090491
318266393,529548150
8100988708,1837724925
2207733435,2575647196
1272235738,534085707
2944979881,1423967007
1327769528,1858446996
7620081494,2011146617
1807477853,4717706751
8066775390,529964988
1421587241,3239813944
5630202044,5194377570
1272250224,2382584598
8721994421,700006086
385103470,1875160055
1527880406,4860857302
1336339142,339582578
1869639446,1622356269
6027748310,384254526
7957509672,6364040044
321939091,2473411466
7601110091,2512607623
8259221948,1808571686
726629587,1736610653
3016127707,8484256701
296346918,529519117
5258150966,3365839517
5077446356,1950347661
2355641329,8100988711
4724225958,1293134771
381938362,8283562152
331010424,754397511
7260551772,7902216412
5260538240,1796577969
1807875217,4029003603
8620134409,7246842317
4895407377,528585320
269491223,1802398455
1732871776,8227138479
1114079296,1814111732
606882198,4759652559
8100932183,2139848967
423801907,2122594949
2461199928,1272236036
3619076450,332264030
733860078,5975164450
5257026492,6019204899
4716312363,274845679
605040409,7902637651
245108123,2382886312
5940731370,2641245263
3731049034,1673211006
605322857,8190434547
1939315630,1621510880
834979880,537976506
2354067347,1840711610
1716400327,2293148403
1703020897,746856714
3977910589,2477836818
1653986037,5850062527
534298946,1336339174
2471068350,4049936348
644625181,2293148379
1420029054,1721642053
321794664,294118699
1343052192,1860101453
4717799107,3204190455
5771614603,3768310699
2461199944,1346457738
8266065266,35869960
8233034569,1849465578
1305971017,605963810
1771699809,321858473
677289092,8190479003
916286760,6691246902
384282196,5260536167
6585264993,8259183825
4160214693,2174802835
1652646002,1875160064
6930097737,3259211028
318266488,1808570619
2454614451,1968330770
1836427332,8259183775
3650150654,1114097895
7620081793,2933962664
754402623,384252711
1029718520,529511519
7110914243,8662360280
2513650994,2099407991
529495070,4724379215
734571076,2358606071
8283441102,1634899838
7640137757,754514840
836995418,6781652318
6219416871,2327218928
733859433,264825920
8106090466,1074578793
384252334,8100926582
2496567571,5713611941
8342160560,8100939519
1732871839,2720479578
1840718932,1859924766
951392501,2302194163
2489324770,3010473900
5293527427,1733378101
8283436374,8672172776
1808570683,1359329350
8283008296,1420029028
1349017561,7247366861
1808609561,1359328817
1859924796,5192710616
2304293427,1359329435
1737609900,6286241961
2592702311,8259226938
5017783960,2353060836
8259236231,2010129751
720696949,1765245230
2115201453,6219485850
6488212164,1721642075
6398560300,700068294
4730618852,321939008
1852486464,1807875323
1359329154,1853081410
5908984766,269487136
1719120854,6862148417
5136638601,3641154134
331147604,2611862009
245109112,7110914173
605045035,1851784939
1532469729,529961617
7937424050,1765404658
7260551732,1190930399
2513650999,3434210327
290598250,1732943241
3315887296,8259221389
746856554,1201534197
8379915031,528859177
8100886013,1364078589
7110874248,746804838
8195851395,610900065
2525233651,7264074423
8709296588,8141002497
373079273,6439971328
282228984,1718852311
7288956149,390934223
35722741,7090860089
644628241,7883862128
5086475903,1933085080
1226477037,5240428584
1977867492,5419852821
6951171252,491864181
1421587445,2512629231
1808532769,5841745374
244253762,754400826
4222116002,2207733676
8259183763,3455072410
1226512128,2944979881
1849465545,5441795828
7899839811,1886131655
1719120978,1808688579
7902208078,529701631
3641154142,1802903222
610850733,2492201136
701840356,1765216395
6305227632,289130325
8269078473,7604338074
1771699785,8032206198
606808061,2329273667
8039757728,8527021394
4747202820,530750785
1852430556,8190434515
339581693,5042710911
734418212,530640572
3707445092,754401801
1298031713,1343051003
5259217314,8283008296
288467965,1779088888
2101275748,5975078456
610915191,1838490476
