servers,requests
727245751,1634975440
1673265544,8379944678
530651053,8034745120
1429524728,3272791231
5441795867,288368609
1977839533,245154288
5259217236,687150902
8100926585,1189179642
5190540117,343335098
3010471109,295061450
8100988669,5439503223
1790295821,4320544733
2424961315,1687193615
2735718056,4973062641
7247366861,700014684
72758365,529548787
1849535315,1808638864
1195165370,8179961034
233760288,1849437406
2353074682,3904042720
4723989396,701733557
606364443,726628727
5235825609,3010473378
534306299,2453816238
5928818631,2207735768
1765433404,1226548252
31194147,1420029083
1634899835,529363499
700067434,6968757719
1858572345,2290922406
1230361191,5320294944
605820122,1296155054
4699113967,331880663
5336475349,3678531773
2477780927,5142351732
733859416,4867630612
5365522252,5222804491
3643528960,1343050770
5921138775,2284754012
528918503,6218502629
294114931,1327769974
321557749,3678531773
605981582,734520896
1928989156,754397241
2461199937,7124116851
1808570710,1811336677
1637646480,1293134742
2133036191,1226476683
261615236,1364164026
269422471,3300066365
1859897260,3496528576
8266065372,1841521866
281924817,754404545
1318954571,1875160065
3010473950,8100918107
2813471014,754515689
1651194772,2325053516
754514713,1293134752
734418446,8738590049
266112660,6989893016
1226477255,6586292615
1114067486,754514918
36380666,7110914183
2578122406,1201534059
8195757293,746856360
331880663,27547614
1817938646,1852430547
529514215,1817938648
1869797038,269491726
733858913,528596782
276320715,1346781493
1829396934,8259222013
382543275,1363518534
2454650183,720548429
604801797,380762705
6122769561,35867281
3010473438,528610045
5578397683,8420574450
34710869,3259211007
726641497,8239522930
4714905592,6008174922
1849465114,734418655
2353060668,1836427335
5235827184,340240855
2353060839,7266761411
331148074,1890893687
701102667,7202362925
8684251804,1736610631
35552053,1719041009
746804881,8266985016
4529746451,1343052547
1977940718,2493862516
5257026499,2084588034
537974090,2302194199
726625775,8100955900
8283008277,734570986
1779088096,1189099877
1298005712,2122141088
6780237720,2264603637
6786917343,3300047704
5253520788,3772995366
8628640147,746496435
276320628,529961320
6585412923,1360097765
8066838218,1230312298
754516819,7803863533
586470762,534116155
1737609892,528605932
2418894251,1590250902
4907657647,5600218391
2692298030,7106113198
1343051651,5261533306
746856553,746804896
5776425471,7921996005
5921138736,1361148449
5439339742,3456955024
8100955867,8230111222
734418653,288040570
4406997143,1201534098
1772777312,1816074805
2199315197,7264074420
3196933264,4897368785
2442671656,1840711619
339581080,1836655694
3902520063,384341251
620782782,1295893488
877071984,1083559962
1357805913,4120378583
1634873726,332616106
7110911858,2591114787
3300066375,388541411
2996801386,7067045488
8039757732,4017893148
6489737399,5257082024
1859937424,605307607
734419008,6298821896
7950265446,1765225608
1719120958,1599719696
2594842041,8266065393
1343383538,6439972507
5258150944,1968142054
8259226938,1802524522
1317051541,7261117320
8285595226,3098374494
6930098217,5966884276
8028020320,2122141204
1346457557,324264747
4518692313,8259236244
2918305968,8190434564
4717974969,1859897269
292591437,1346794726
528584401,6585412915
8100939487,1420909703
1720249436,5826407915
1083559660,1814086984
534251529,1498572905
387156770,5718038113
3017144380,35836100
5467352942,1226813761
4759652600,4867599296
76456803,1421587328
4769195252,1849465400
534125217,7345747387
1841806586,339578856
3498529380,7246842297
734520972,239434324
1714104558,341209622
1297030676,35555616
1953257579,4138587421
6855973833,25585093
1734208587,1716400327
8100939529,534306299
1420909573,4199878115
7620082029,1363518449
1410887175,6930097758
1226548312,1038275232
1670551654,4199922009
2471695128,100634747
1621564911,1858911858
1808623266,1364094871
5442624826,1410708887
323167678,2264122508
529493624,1349115336
2791826576,1346794718
1497364712,5194377570
1836655690,1423966956
1849504869,8190555468
380763582,1346457772
5075397949,5975339505
8631616515,746856401
2327218927,677289174
2571037809,4193756996
1497364615,7260453501
6161608850,1210594655
6783866783,1327769661
2458117743,648754351
5916107099,748757976
1192323534,1201534656
8190523300,1676505370
4806025281,533634622
1817046678,8259221977
8283441103,1599483533
2500614386,2415815838
1737609907,703216526
6161608863,8548072431
7202362925,529965000
1807828202,1872477922
8620134298,7110874284
1406706346,3099941745
253184285,1417716245
1405965125,5277764658
2139988099,586467040
331211100,5776430506
1598502607,2768889235
1819087311,533598298
7110874246,528868013
2453761056,4686439058
8166450935,1325478773
298583444,2454650196
1687193452,3823999800
1270192940,1788488170
534246345,701722327
529503979,2460349842
8259183897,373101866
2304288597,260726402
8706889508,266110161
1231748276,2500598162
6949733612,5512762934
746856639,951392507
8066775409,1231720078
2443907725,343318311
1854582129,8195795898
2264711331,1808673909
7257660417,6307493277
2048161755,331149523
2353956877,1598459388
2509408803,734045623
322450184,1828316838
1736610729,1360092416
754515195,2025986936
1802524557,340245973
534555181,534248101
4017931893,6930097750
1272235910,6402625869
1361503538,2094323592
2302194136,7901333928
1841806575,3300183768
528596782,734520896
2442671639,1414035074
5273114013,245115018
1976973999,5908897758
2353060836,1917446220
1718994430,1765216446
1252212720,530641531
1836367408,1272249640
2480739003,6949724576
3318033508,2513651063
529963463,320469858
1362305680,1420909512
746966226,322111626
4398779972,8190473714
320833083,530641405
1325478899,8195757283
1869966901,3010473409
27547596,2494943322
5273114143,1364094921
1808688533,2464952573
2303338425,1420909535
4049932413,4895457764
287963826,734046176
2641245077,734520554
4686715194,8100926562
734170177,606050500
726625715,529547657
3585005923,325686451
2499038626,1869797263
8100939494,1745111653
836995237,734571025
2351356046,8278933107
3031128076,289275942
734418455,1359330090
3933725869,733858841
5259217339,5674429317
5257123189,277313422
1734127737,920058233
1292883516,5259217344
1670551493,3010473467
340262995,5293527456
1231748287,3928841235
1840711573,8100955852
2453799081,3424290635
1634491584,343437148
8190504660,1226476880
1858911852,8193341556
3773844421,1226476631
8662392252,746964266
5442624825,1837243377
4813013299,975577637
4806091180,1343051851
1350996038,1673265538
3722855474,403081240
1718852300,6307493287
8259216076,6780139289
32618866,2282794041
401364128,266109346
6346810537,6586292630
6584058574,529536721
2458116598,701734887
734045913,5260248892
2477780961,2461591754
4685479508,6403810257
5293527507,1498572916
733967345,1325478924
8484256705,1718852299
1343050702,1687193652
8023894107,1984959712
8190434524,529493260
252852383,5259217287
1325550725,2814741916
2344073546,2122323076
746856354,4222115999
332473654,4471335034
5293830991,1252212606
1687193589,700054764
1343362696,2442592383
605790706,8283075234
7260440166,5479088568
1807288222,534246661
3640224466,1661735168
321938945,7110914162
530654722,384254446
8283562442,1837712821
605985587,1808638909
1872544399,8190504660
5966784113,6019250939
35553581,2329249952
8179961082,656104082
7957509663,288448412
8283436593,366533996
8039741878,5879936373
5955515806,3701585708
1317216461,7345747175
1634491397,245137072
4376689223,5908897759
1836655582,8195791992
8620134343,528845849
605041180,5085522512
2199144455,4897313278
6488326399,8230159480
607865564,32877279
3010473438,2343766935
6000773378,3738695591
2611861934,8283436586
734571085,2382564259
734417785,4160214701
1870711577,733788966
1854582149,6951344942
734417873,1666814810
3019465854,2117422733
5293526904,8100926605
8100939504,2591095763
7937424066,677289105
8283562601,8709296587
8302028038,3075540495
4598296287,2120546799
8266065359,8731195926
1211887869,601453053
2185477916,8290567259
1849465348,5480594895
606975135,1549151096
2629760244,8190456346
1293134750,2678731919
1979463096,529537214
4836221722,31204690
4717846103,5257082080
3241421286,8584689063
1621521524,4746301896
8093518694,8259236224
7236819609,8709296214
385076077,7828091044
6143844074,8066775453
7110910217,5500378625
1346474140,322446478
6781825435,373079270
1895780653,8266065292
1836427346,1360099071
8259236886,877071984
1415627416,8499370848
1673265497,8709296452
1984344238,8190473691
1734312909,688145001
7902216430,331149523
6783866775,4685479474
7628233200,4369875375
7260440179,701172380
3678531792,5272919027
1497364734,1410718543
2358605976,258970163
4049949779,36551783
3514617037,5422160003
6856857921,1296110645
734046359,8283008279
8100988688,296816704
1765225559,4686439296
6385315960,734418725
605040872,325029480
8032689446,746856628
1828308348,4716397115
410835097,343318319
8266985016,4990243536
6780138464,606815284
529963563,1841521866
7952185275,2207734702
1598502680,2174802835
5181034867,1765106544
1771677081,6392852222
2408401310,1367439196
981893676,31194145
529971430,1674674660
2720479577,1202993054
734417952,734170204
1673211034,1718852235
746856730,2122594986
733788705,1350995961
320832179,529340660
2408401198,5200255004
2290527867,1771676984
1930829040,1325523871
1985434248,4907502801
3347258829,1870668804
528952347,5077445946
1687193469,1361170193
6403810754,5940731375
7142906743,1637646568
3653266492,734418186
320469715,1732835092
2185501079,2941399841
2302194221,8301580984
1211863614,734521402
734419461,4114640123
5975078455,6780139227
2449589220,289555557
5689965510,3010473497
2296668951,2498364551
8301580982,245129778
1295886497,2641245077
8285595226,4716397100
5921151122,8205274482
3019411879,330593079
35553585,7824674547
734418629,1420010746
7950265409,7191000234
8259221968,1842164476
754515534,534312703
734417952,2391537954
4746301897,5356942858
296298255,754514713
4898499060,2814741934
1716400325,8269085581
1361147249,2388355849
610850752,1734208359
6402625825,3483409402
1320360779,8283515645
35836100,290598819
3440405806,4806091174
5509545470,529576090
8685981157,754515013
733860085,4686439323
1653985954,5136638591
1637646366,2469701078
1779072133,605985605
2123313373,5803985561
734419167,286387071
370259778,380763076
1325523781,1895780650
8100939440,2264603622
4049948401,2945017709
1670572797,8195791916
1762143700,1408034617
342776464,836995418
1979463101,2081857351
1343050199,2098704092
321803171,6392852251
2207734632,343437020
340247232,289121821
1587187618,321266403
1361129395,1571464659
1367428417,1808717217
1325478924,5466524473
2284754012,1685983318
1808673972,8190434594
1771738195,2343526370
534248853,2575677056
754399559,1849437406
5196171972,1838483376
1230361209,1621564952
726635249,8709296609
529964610,8205274454
1686049587,734418289
754400877,677289154
6652688969,2056613810
1928998096,1349017563
1942435636,296345497
8503282383,529695673
528875765,1420909636
1814086980,4339454850
2123321505,529339960
324264187,1767362150
1977940718,1056760467
1211888046,1423042609
8195791911,1362315775
1736505493,5240428588
701839218,127227174
3698562561,1498572915
2108372999,8230111258
1532469761,529964797
2383292467,35870781
6778541479,1202992825
6585585634,7110874212
8190473685,3748766571
245109115,5928997781
4489507570,1673211025
8190525925,2358606012
35874511,1652645864
1229010969,1765370297
8230157372,7260188210
5192637812,4686439319
1817938597,1293134774
2461496854,537973875
1808673936,286252811
6451426711,1230361075
1192323497,288040386
2339321684,2513582082
528932952,529503887
1423628470,2596266724
6218541412,5440633784
604775376,733859821
5336543773,1932225276
1192323488,2462923304
5491287881,1226477190
1977776217,6351500851
2390966713,916286739
2098704092,8100955890
1859897275,1300401039
6781622358,534306574
4331011211,2941399844
529971447,353123168
2735718073,320469715
3259211028,734169488
1852430553,2388352361
371156966,2454650124
2199155058,3010473357
8190434477,331149507
2509341711,1733378152
1327769725,1836427085
2162859105,1231720082
8269078456,1356056327
605350335,1243758300
1317799200,529514626
8259236135,606801907
606972597,1226500968
8259221973,8100912160
2290521655,1837712619
916286762,32615466
1190930418,331008579
5841745373,371156968
644622332,754514840
8190526006,754399007
8141002490,2103119692
644603717,2461624852
3068179620,1346457557
1590250909,1000528319
1095475807,5261533306
1836743936,1808717378
1360087432,299230661
644603727,5293830970
1716349468,269422663
529971277,644623659
2464952609,494661048
1327779321,8348704957
534246659,3010473436
1423966947,606865271
1226512164,5928818617
2477836771,8587044462
701733966,606885802
6861999562,318266390
8190434593,2099454932
8205274429,6586292617
1327779357,4897349319
748758963,1497364698
2293355639,245135651
245135657,4557107332
4057342174,1343051252
2345946092,2302194157
5172728460,3835367589
6836283895,8706889508
1497364390,410835080
7260551744,8266969359
1327769819,4806025281
2367027655,8266065310
100655353,4898499168
529552617,1771721992
244883047,734045925
1852430545,1889048143
1350327467,35863261
734521299,1359329285
1573977228,2420987260
1360093874,5272938656
324663928,726657308
1599719696,7947742095
733858887,1226520288
2494924704,1732871904
2122141145,1716400246
4633459698,1831326470
288368665,7937424043
276094650,8100988672
1838483390,124178220
6403810758,1190950075
8205274485,384258004
8259226844,8721994422
8342148094,6712194934
7067045490,1854582097
245154296,1343051695
2304301970,4717799101
296346502,604826279
528877394,1598669882
290598834,910122735
529338833,3327933545
5850077968,8100988711
2098437762,1652550959
1654478123,3823999812
1532484589,2122594919
2941396796,1808447566
5260248912,2558635052
528595353,529962267
1359328863,2455001930
1836655589,1414035074
8190555475,733967476
1360087353,4686715215
1350996047,746804849
1854582129,733860053
1686001178,1327769686
1114079310,4759652601
1836655654,1211831766
528964725,1788488097
1650224090,233763298
2499307871,1734312886
4724379397,1808651403
1718852263,1634854149
4745710033,1859897265
6059997998,1532469726
3300195515,4898499005
1869621074,734046217
1343051475,5258150962
605780244,1814461893
8190434570,8718734305
7261741894,2433585053
1638688358,530641145
1976297643,1968232330
2367027685,6398560310
1634302173,981019256
8166444316,4898498978
8190525998,1324156626
1346474149,2302194124
534074165,1745111567
4677789525,1979528579
528860586,4530330209
3300183886,1583043005
734418966,2264711429
8379862880,343319291
734417817,1375576524
677289177,8190473662
1420029034,4717862491
6726753728,1498572907
2302253490,1207046880
746502234,1343052192
734046244,35858266
298583800,729393424
4716781827,5572805430
4724379994,4836212680
8667716818,6219417187
529345107,528593510
1359329185,567891680
2728558653,2591095855
1765106520,2720469564
746856308,528593349
3010473706,6506027689
6698462528,1015629148
8283522797,2264629522
530641499,373101841
289273751,2607992548
2304301964,3075540495
8302028023,1808612313
1497364561,261615267
734045323,4836221786
5348391143,1762167113
1367428472,4907657646
3957692101,321860028
245145756,1673196241
1734127734,1808510026
6019204764,5291160443
7266705668,8266984966
323167676,252852450
1719003235,644625842
1226520254,5257244868
534248434,530658671
2933957489,1226801395
8195804243,1977851955
734418395,2290547783
1317203366,1343050589
1621528012,644603140
2354624340,3483342498
1327779356,1598502682
8597854497,1420909585
2941396782,340418735
2199144467,6784064273
345592569,8230111069
7082474452,1808717378
2461624828,5085556653
898597134,3639462229
1803810814,6778539913
6778574286,2641245263
8100988634,6351500863
4529772401,1350327469
8100926701,266112217
1771699794,324261809
8100937074,1765216436
1719120936,8195791979
3441000831,1647627612
5908897763,607866513
4838342017,701844491
6161608865,7110874265
534306842,1719120854
1852430523,4222116009
330841408,1583043002
746856362,1765070584
824055767,4049932417
3017144386,3241421273
2321339181,2433585075
7899839815,4193756997
8283458557,4717860429
530648723,4618050464
1828316846,3169776303
2282799313,606051880
701733966,35722741
1231769919,1716400327
4748148767,644609334
528777588,381938570
4716397098,8100955852
8259183641,529969849
296346502,1734326709
2098248101,6385315945
586470727,2513650991
3498529389,336377076
746856707,5612831371
978266047,1875160011
4598296287,8190525967
7247366785,4618050457
530652199,734520986
5360904127,5057450249
8266065318,528932581
3031133665,340239097
534306727,528933382
6401967238,1807791786
320468864,1190368468
1653985954,1573977211
5302203177,6008257928
8230147138,754515774
1325523796,332948781
4049945638,8484384371
1716349901,1771699825
8692101561,342820719
330593079,1679792248
1230361047,534550469
3714436881,1828299314
1652550962,1716400304
286253282,1410728869
32615466,1765106532
1361170279,1423967007
1950347659,733789336
6164348437,2461591744
7937424071,4686715075
7110874248,534298864
1808570694,733858884
331880782,746496444
656070992,8283522632
8066775431,605322857
1765225578,5841745591
530655024,606737492
8584689115,8233034421
8190525992,533601310
5940731375,529546284
604968738,1231521166
5273113955,244274020
1211859122,4746301893
4514745776,7950265445
6320085456,266109691
1190930412,292592498
8672172781,289124805
2048161745,6547419547
7957509675,529973717
1858572371,746856401
1808755345,3943683278
1634854070,3300027074
7067045490,2768880408
1190930453,1410708951
567891658,100634167
529344761,7006437210
607865598,4580058643
8195791937,8259221627
1849465297,5641952832
2616885426,286252811
1985003878,5146225553
8193341558,5172728469
8283441092,727272192
1718994430,1942987685
330842071,244882982
1906192239,323144578
1360099085,8195791830
754517016,5253228588
1350996047,7901252777
258971034,1670551457
2426918317,4898499502
3951207089,7260188209
1293134856,321803072
734418000,1317051695
606887038,6896280994
1977894393,7824965287
1654411269,1654411289
1852440298,2578148701
1272250202,5955516996
734418773,7327249249
8100926531,2353080507
4605155985,537974917
385078379,648157089
734417952,1243758309
6506028060,8718843603
6985903803,727256395
1849437406,1814111717
2207736511,733858971
5183889532,7202362944
1359329237,5256821827
4717706751,5258150961
1360092411,528777588
2391537969,245145493
64384543,604939196
8230111048,754401133
528885573,237536317
8190456327,1350995967
6780139200,2461591754
8179935931,2207734612
754516665,734571018
4723989396,5356942838
1726299904,3241421278
2328178918,3300183888
1587187618,606887923
1852440410,998958005
320644604,7110910188
1808688522,1361170272
5068811001,7260188238
4017924042,36704815
1734287106,331213941
528911153,1226501088
2207734882,1083559482
384834881,3483414432
8100926654,1734143444
1716385699,1599591026
529539983,6930098275
528903482,5826135561
7902637651,8718582482
3389372648,8227138469
3098374503,2958762872
1819087303,4867599649
1828299348,8100937087
734045512,5578397658
3204030006,8190456426
1762143754,8738590040
5273114146,5975164452
644603717,4699113759
245112285,1840711684
3010473705,1719041025
7143298727,289122357
1950347661,3101798204
3300031895,8250970690
2489324697,2418894169
1414035058,3708879509
8620134349,1305971018
32388119,1771676846
8190523300,296816687
734419171,605962260
8278933109,530640527
1858446985,529965461
5356942838,2102471828
688148592,321493338
1802402457,1685983326
286277510,2207733563
1989838154,7823055766
1343051531,342796739
1954608175,4120378584
2120546792,341210050
286237396,1408034690
1421587389,567891657
1343050462,1807288271
8283522791,605322780
3300195515,8591587453
2499038644,586469132
1295899773,298582635
6451448806,688156756
4714905671,290952705
734045889,1343051116
245151624,2094323591
1840701846,2001375480
5188837084,1849465580
7124116873,1719041009
734521315,733992786
1979463093,1814087000
2514416998,8266003605
1836655604,2363166319
1808613610,1734208316
3483414432,2469607062
5172728460,1747588129
1410708948,6143844439
5843232379,8291547635
1272250223,339581693
1718863733,1272235698
4222116002,1861592888
1718994482,529507561
534076967,1767284883
3698562559,5258150954
528911995,1343050286
8068571444,1891325718
1842164478,3259313324
734418446,2358606071
734521211,1298068556
1295886428,1291598913
290598287,1336339162
5260248879,4724379226
1661724102,35862527
1292883520,5929004502
700042902,734418795
7246842321,1327782509
1367428417,8227138445
1875160064,2464952964
331213220,529963326
2383292467,6401967142
5441929488,340251529
245150745,7828090998
8100939456,2613340358
1243786208,534304712
8526993009,1190930480
726585013,269423771
1842187363,3768310701
1808609565,529964797
1621521542,1814086969
2738796156,2500598162
734169526,6019204893
6391166494,2891558462
1408034732,1190930418
746804809,1622356110
6007826881,4714905729
2480739010,8190555489
418728774,6949733613
7143263465,1891211919
340254110,1230361333
477087857,1211831534
5365522252,5273050157
6652688885,1411178915
381938363,2471695130
1771677027,5273046708
1840701758,2122594896
3977910588,1673265535
1869621085,836995235
529964994,8039757728
7191000235,2430761184
1319039354,1226548252
5940731373,1687193431
8266065262,734169985
8620134301,1892844581
5966884275,2115201444
1423042893,644623088
1361170272,733859186
4677789525,2098437757
746496441,605320327
6008257906,975801331
2466140389,1361170185
8190504737,8195757279
2133036142,388005016
528874311,1870668812
529548787,3090103046
1252212661,1816074850
6307493289,1360087331
2509341756,321557749
5235827187,2512549687
8190504696,754404923
606051902,1859897267
5273114020,1838780153
8571621848,3414417989
2047890986,1327779357
249560782,5491299104
1359089951,7110908226
8032206198,2424915700
606882198,380094321
734521257,3740123499
4716729762,8230147017
331000817,2751830669
1718994481,3678531792
8230110976,733859730
8259251889,4686439335
3664774521,529961332
8066689799,733859959
8081632329,8616311954
1673211006,1350996043
5952125107,6439971336
322121508,4714905621
2426624721,726635255
3713194064,3300047687
1360099085,1811342362
2499512666,529964799
1318954593,8283441057
3010473471,2823813477
3732597328,1685983298
1231494420,2995462834
734521265,898597133
733967466,8146165660
8283436575,297146911
2025986940,331881313
388003039,2207736504
2512571074,1838483391
1324156855,35553582
2010691736,2090560633
586469246,5172610160
4613488537,528834192
8259183691,244467987
1346457774,2453805866
1765370453,606867345
529347786,529963076
2056581711,3010471069
1230361209,1765216406
734169822,733859334
2108590170,4406679016
8190497490,1599489658
2513651045,1869966919
2260272741,8081632286
8190473714,1869966901
27547653,746856494
3196585039,746804821
7247366798,1252054902
4585764484,1984959726
1807510804,291298996
2391537973,529344390
165738235,5921151106
8230111221,2274089885
276094709,1732835129
7823087295,1808649471
8190456334,6014820794
2296668976,1853017509
2458170180,528590722
7825550621,7202362918
1599489656,1840135899
1808612310,320643345
1654208391,5259217339
1734312884,1327769531
533658145,610915203
5467343747,1480544770
1423628475,836995367
6401967120,529963464
3031128076,5776425464
529974456,4720750483
529345375,528895283
8190478958,1736446966
7930292688,3640225206
8032695406,244891572
6784043903,8190456340
296346031,2358605975
380764276,1350996074
734520667,1869966801
2611952635,2433585075
5439339745,1838490452
1891399751,3010473866
1571464615,754515863
5272919721,340060303
1805993496,6298821890
296346391,7231861674
1420909508,1351023272
529547657,418728860
8527021722,1083559335
644621637,8620463797
1807791841,7246842293
5845069335,1858839597
871438590,340065331
1363518532,533627725
258970057,320656475
244887890,1211859093
1890893702,1226477190
701839099,3017144384
4895457764,1808559751
1930705888,6403810257
1300406461,8259216087
289122353,1652645615
1805216554,1362315772
2591095732,3653266492
279857191,3629441298
3016127708,734419433
8685786335,3773844443
733859334,5578386514
606894025,1737702613
3441000832,746856358
6226800375,734418446
2621272744,1343050367
252852842,1736505381
1722893168,2458217492
8230111109,2302253622
8259222188,734045464
2293360219,606366923
5242939417,6712194924
5877053723,701080331
1410728863,2388355849
1652550979,3300047723
1201533979,537976153
1359329140,5272921013
1808674103,6395922675
8420575219,332949006
4193593563,734046294
4017832019,1807477838
2353060843,605040410
1288651806,3010473378
1734326740,1327769851
701841262,7077813058
2207734507,1361170493
656070992,3943683283
321557888,3784427952
1327769875,8721973738
7823087295,2122141152
8259236262,530640574
1988614957,1836367407
8239517915,7266761406
8195791843,2436300158
5966883259,3365839515
1083559648,1859897254
1599719716,1356404965
1977002489,1852430200
6341244581,321939091
1802595151,378578366
8100955836,340253591
4898498939,8639804599
4685332641,3640224463
734521412,7824830939
1408034429,2814741916
343437020,1976996107
1598502515,707592957
1807828205,606882198
2199270038,529701634
5350586115,2933957497
2424915742,2357089958
6949761499,5190540931
8190456400,1498572959
1230360661,3098374474
2591095855,8736033093
2477780926,3259211021
1497364369,1652645559
1114073280,2471068376
1985434259,8179972192
4097120318,6161608837
339578850,1408034621
4222115999,5277764658
3810779766,2891558463
701755698,1734127661
4685249599,1839221248
8039757727,1808674004
3483342501,1364094920
1420909613,754514753
1802656876,3024706408
3010473215,1892848543
8100918116,4716397121
7620081809,701755698
8068571447,1754973438
6698514925,332263575
726629349,734417869
6398560309,4614680113
3031104906,978266265
1408034379,726586369
8259183799,1597419024
299233486,357182346
4716415515,3511265501
322523379,274921514
756354093,5258150959
746856492,8266065301
4759652541,1852440294
1634491263,5572805430
1869797343,2115201416
1412740558,1771676839
1497364307,1243758323
5928997783,7824674542
4718068373,2791857070
1226512130,8093518699
8073702514,1836743938
1211859273,1807875313
4017824618,5921138767
2199270031,342827519
3010473954,3300047706
1532469739,734521327
3072783160,165738264
5850062538,2282799313
8278912536,529505446
5277812737,4618050466
7957509671,494661048
2460349949,332949653
533603887,290952308
1270189525,331146746
6439971335,384252945
35867598,6856865540
3928841249,370953026
35835567,321939091
8278933077,1849535165
1231628455,1836655647
7937425331,733992842
8402144547,35722654
1765144967,836995213
5413944176,72855743
6989892996,734045904
340065311,1808447286
1943207386,1343049939
6015949669,2630751831
8631141951,1192323547
1679949293,1736621278
266109027,1351272767
1363518498,385078345
8155060148,734169537
3754564666,2199135934
8100955978,4867640790
1327769587,2122595108
276094647,4712861828
1549151150,1939315682
320694259,3772995433
258971034,2302194142
1779088096,2115201416
1318954586,296346363
1597402913,2302210368
4411697694,2611861944
1803810833,1734338501
2720470483,7850825678
2967557715,6652688800
1189179693,8283008277
1841644251,529507840
3639254147,1953257611
1211859233,1765070605
2594842043,380764736
528932900,1211859122
537975534,1833354320
8100988698,245108433
1532866063,1325598396
1359329323,1598679326
7288956163,6520501881
733859222,734045682
2500614387,2382564259
604964457,76457480
8032689440,5235827190
1207046880,7980805109
1771786887,1807828116
1343050386,529507908
746856421,8049125822
607866245,1519696622
6161608882,1343051658
286387098,2814741934
754404704,3382438153
1549151153,3040246036
1408034429,1226476889
1817818212,7266761396
1350327445,1685983272
1827171378,494265005
